id,CPU clock(MHZ),CPU usage(%),vedio memory(MB),GPU usage(%),memory(MB),FPS,Type
6519,1179,31,780,5,1184,6,0
6520,1147,19,858,7,1152,8,0
6521,1644,19,850,5,1256,7,0
6522,1271,28,881,12,1210,4,0
6523,1334,26,792,12,1234,8,0
6524,1298,20,785,12,1127,10,0
6525,1195,20,842,5,1208,7,0
6526,1547,31,840,9,1209,7,0
6527,1526,21,844,12,1231,6,0
6528,1468,32,833,9,1259,8,0
6529,1721,26,850,6,1257,5,0
6530,1390,30,833,16,1224,5,0
6531,1770,25,819,10,1124,8,0
6532,1215,21,840,15,1225,3,0
6533,1741,21,843,15,1152,4,0
6534,1403,22,791,10,1205,9,0
6535,1730,33,826,11,1196,4,0
6536,1269,29,825,12,1247,5,0
6537,1537,17,836,12,1172,10,0
6538,1378,29,889,18,1215,4,0
6539,1668,28,856,11,1164,7,0
6540,1770,27,856,14,1108,5,0
6541,1680,31,908,6,1203,8,0
6542,1756,17,786,11,1119,4,0
6543,1623,20,792,10,1124,4,0
6544,1027,27,830,16,1166,10,0
6545,1400,19,862,17,1283,10,0
6546,1105,27,857,18,1111,3,0
6547,1099,25,843,15,1116,8,0
6548,1343,23,843,17,1219,7,0
6549,1172,30,879,14,1226,4,0
6550,1662,18,787,17,1248,5,0
6551,1699,21,838,7,1282,9,0
6552,1387,29,873,15,1221,8,0
6553,1352,22,828,18,1109,7,0
6554,1467,24,821,5,1157,3,0
6555,1256,18,802,19,1106,3,0
6556,1315,26,830,10,1142,7,0
6557,1370,29,799,19,1160,4,0
6558,1609,31,832,6,1140,7,0
6559,1660,33,860,7,1165,5,0
6560,1104,21,793,11,1282,5,0
6561,1147,30,884,6,1220,3,0
6562,1362,28,820,13,1244,8,0
6563,1630,18,791,11,1218,4,0
6564,1627,23,887,10,1146,6,0
6565,1256,28,792,7,1139,6,0
6566,1404,19,882,7,1284,10,0
6567,1479,18,822,6,1121,6,0
6568,1265,21,847,12,1216,5,0
6569,1341,20,895,12,1211,5,0
6570,1602,32,816,10,1197,3,0
6571,1436,19,790,10,1135,4,0
6572,1694,24,858,9,1282,7,0
6573,1570,22,900,10,1263,4,0
6574,1323,29,844,8,1211,7,0
6575,1266,22,847,7,1174,10,0
6576,1531,25,824,18,1271,6,0
6577,1425,22,814,17,1206,8,0
6578,1089,30,835,15,1258,5,0
6579,1140,30,778,6,1172,3,0
6580,1478,19,891,14,1280,10,0
6581,1332,19,870,11,1238,4,0
6582,1672,27,818,15,1226,8,0
6583,1682,20,824,17,1128,10,0
6584,1741,17,802,14,1259,6,0
6585,1741,32,848,16,1279,8,0
6586,1755,18,822,6,1170,5,0
6587,1332,26,906,6,1162,9,0
6588,1014,32,801,10,1200,10,0
6589,1531,29,859,11,1227,7,0
6590,1650,28,887,15,1169,4,0
6591,1531,30,888,6,1253,10,0
6592,1484,23,836,18,1178,5,0
6593,1752,19,890,14,1231,3,0
6594,1014,19,882,12,1240,9,0
6595,1199,21,864,6,1172,3,0
6596,1703,20,809,14,1234,5,0
6597,1708,23,799,7,1198,5,0
6598,1428,30,796,10,1143,7,0
6599,1148,33,893,11,1113,4,0
6600,1431,33,828,10,1198,5,0
6601,1745,19,862,14,1208,4,0
6602,1088,31,908,6,1111,4,0
6603,1595,18,783,13,1158,6,0
6604,1698,32,791,16,1118,3,0
6605,1304,23,867,13,1122,5,0
6606,1710,19,900,11,1163,9,0
6607,1762,31,828,5,1238,8,0
6608,1208,24,816,6,1247,4,0
6609,1656,29,796,18,1288,9,0
6610,1746,23,856,8,1143,6,0
6611,1553,29,781,18,1200,5,0
6612,1512,22,847,5,1165,6,0
6613,1355,32,785,17,1262,5,0
6614,1251,32,798,13,1110,3,0
6615,1162,32,780,10,1176,4,0
6616,1425,18,879,14,1208,9,0
6617,1522,17,853,19,1164,10,0
6618,1170,20,832,12,1104,8,0
6619,1400,33,812,19,1197,9,0
6620,1200,29,865,18,1288,10,0
6621,1509,31,819,11,1229,9,0
6622,1401,26,840,19,1249,8,0
6623,1130,21,802,7,1126,6,0
6624,1285,26,891,12,1271,8,0
6625,1252,29,905,9,1146,8,0
6626,1418,28,823,16,1275,4,0
6627,1371,32,860,11,1210,7,0
6628,1452,30,816,7,1143,4,0
6629,1604,30,912,19,1126,7,0
6630,1551,30,890,10,1198,9,0
6631,1243,22,838,19,1123,6,0
6632,1347,21,822,8,1153,8,0
6633,1353,28,865,16,1257,4,0
6634,1211,28,860,18,1211,9,0
6635,1132,29,908,16,1180,8,0
6636,1234,25,797,10,1216,8,0
6637,1617,23,841,16,1281,6,0
6638,1728,22,820,13,1177,3,0
6639,1515,20,817,8,1133,9,0
6640,1061,17,822,14,1130,9,0
6641,1394,17,881,15,1129,6,0
6642,1659,29,819,16,1248,6,0
6643,1038,18,814,17,1135,10,0
6644,1122,20,890,7,1137,5,0
6645,1341,33,811,7,1197,8,0
6646,1505,22,805,15,1262,6,0
6647,1168,32,882,12,1282,7,0
6648,1774,21,812,11,1156,8,0
6649,1450,21,798,12,1155,5,0
6650,1761,32,809,12,1228,6,0
6651,1065,18,881,6,1120,3,0
6652,1538,18,843,9,1264,8,0
6653,1759,28,882,11,1236,9,0
6654,1273,18,789,8,1172,9,0
6655,1453,33,804,6,1215,7,0
6656,1309,28,890,19,1117,5,0
6657,1236,19,840,17,1159,4,0
6658,1301,24,835,16,1252,8,0
6659,1426,18,864,10,1211,9,0
6660,1552,32,780,6,1201,10,0
6661,1073,24,882,10,1156,3,0
6662,1638,21,859,5,1199,6,0
6663,1057,19,886,8,1178,10,0
6664,1592,20,881,13,1149,9,0
6665,1199,20,816,6,1158,4,0
6666,1501,20,843,19,1163,6,0
6667,1661,22,806,15,1200,3,0
6668,1489,25,812,10,1161,7,0
6669,1729,25,869,8,1131,4,0
6670,1513,24,840,8,1186,3,0
6671,1161,31,856,16,1199,6,0
6672,1011,21,816,15,1267,5,0
6673,1566,27,856,14,1228,3,0
6674,1533,25,787,16,1157,9,0
6675,1288,25,876,10,1189,9,0
6676,1509,23,898,9,1289,8,0
6677,1177,26,800,14,1195,7,0
6678,1259,26,834,9,1105,4,0
6679,1052,17,813,9,1278,8,0
6680,1217,31,880,9,1265,6,0
6681,1753,21,883,18,1267,9,0
6682,1170,21,867,19,1174,7,0
6683,1048,24,805,14,1223,3,0
6684,1420,30,807,14,1154,3,0
6685,1296,30,817,7,1263,7,0
6686,1553,20,908,9,1106,5,0
6687,1276,29,858,18,1262,5,0
6688,1115,24,806,12,1197,9,0
6689,1058,22,841,5,1126,5,0
6690,1552,21,857,17,1232,9,0
6691,1337,31,851,5,1208,9,0
6692,1092,26,838,8,1246,8,0
6693,1239,31,807,8,1237,10,0
6694,1679,24,898,18,1130,3,0
6695,1378,22,778,18,1195,10,0
6696,1511,24,887,11,1170,5,0
6697,1394,18,791,9,1103,5,0
6698,1387,17,795,19,1216,9,0
6699,1200,22,800,9,1193,6,0
6700,1493,32,791,12,1145,5,0
6701,1527,27,812,12,1278,10,0
6702,1710,32,877,18,1215,10,0
6703,1181,27,800,17,1111,7,0
6704,1599,19,864,13,1174,8,0
6705,1728,26,807,19,1278,7,0
6706,1624,17,806,11,1100,9,0
6707,1189,30,815,14,1216,9,0
6708,1756,29,846,19,1192,8,0
6709,1269,32,860,6,1255,5,0
6710,1708,28,797,13,1261,3,0
6711,1436,20,793,10,1111,6,0
6712,1125,30,842,6,1242,9,0
6713,1275,19,779,10,1227,10,0
6714,1735,31,782,18,1268,5,0
6715,1716,28,848,12,1218,6,0
6716,1617,32,887,17,1228,4,0
6717,1640,19,906,14,1115,9,0
6718,1428,20,837,18,1158,4,0
6719,1614,21,875,14,1118,8,0
6720,1159,21,836,17,1186,4,0
6721,1457,30,780,12,1219,8,0
6722,1429,31,790,17,1273,7,0
6723,1170,33,842,12,1251,6,0
6724,1742,19,840,10,1287,4,0
6725,1470,33,894,18,1278,8,0
6726,1306,20,861,14,1166,10,0
6727,1251,28,791,11,1102,4,0
6728,1156,27,790,11,1241,9,0
6729,1041,22,883,19,1223,4,0
6730,1534,27,887,9,1232,8,0
6731,1330,19,880,19,1162,10,0
6732,1047,20,817,14,1125,3,0
6733,1483,25,893,18,1191,6,0
6734,1608,29,781,5,1121,5,0
6735,1361,29,822,16,1195,4,0
6736,1163,24,857,8,1120,4,0
6737,1595,28,819,19,1178,5,0
6738,1268,21,895,5,1223,3,0
6739,1613,29,834,12,1158,5,0
6740,1521,27,825,15,1263,4,0
6741,1003,25,798,5,1200,5,0
6742,1183,18,799,12,1210,4,0
6743,1692,18,820,12,1128,8,0
6744,1749,19,865,17,1172,8,0
6745,1087,17,905,19,1230,8,0
6746,1764,32,823,10,1228,8,0
6747,1132,20,843,14,1228,6,0
6748,1533,32,907,14,1242,9,0
6749,1768,22,828,18,1154,4,0
6750,1620,24,869,11,1125,9,0
6751,1447,25,902,7,1140,10,0
6752,1685,31,783,9,1134,7,0
6753,1136,28,884,9,1114,3,0
6754,1333,21,902,17,1118,10,0
6755,1250,17,912,15,1229,4,0
6756,1056,33,854,12,1231,7,0
6757,1684,31,796,9,1163,4,0
6758,1337,18,860,19,1179,5,0
6759,1122,26,813,8,1205,3,0
6760,1521,33,820,16,1275,5,0
6761,1623,29,820,11,1239,3,0
6762,1558,23,867,17,1100,7,0
6763,1615,25,837,19,1214,7,0
6764,1245,18,787,13,1189,5,0
6765,1681,20,787,18,1236,9,0
6766,1687,31,840,11,1223,8,0
6767,1339,19,893,17,1213,3,0
6768,1247,17,902,11,1200,8,0
6769,1475,19,889,7,1249,6,0
6770,1189,31,866,14,1184,4,0
6771,1360,17,887,13,1218,6,0
6772,1149,20,797,6,1146,7,0
6773,1545,20,856,12,1281,5,0
6774,1428,30,792,13,1174,6,0
6775,1599,29,912,7,1156,10,0
6776,1430,28,825,11,1273,4,0
6777,1423,18,821,5,1201,10,0
6778,1249,27,892,7,1248,5,0
6779,1530,27,851,8,1179,7,0
6780,1015,20,846,11,1217,6,0
6781,1695,31,831,8,1218,9,0
6782,1595,21,834,17,1206,8,0
6783,1358,23,868,9,1132,10,0
6784,1356,33,831,19,1284,9,0
6785,1544,25,809,17,1107,5,0
6786,1635,18,803,8,1118,7,0
6787,1517,23,897,8,1115,4,0
6788,1336,21,836,6,1195,5,0
6789,1128,30,887,9,1236,4,0
6790,1392,29,785,13,1177,10,0
6791,1480,25,874,16,1157,3,0
6792,1432,19,831,12,1139,9,0
6793,1135,23,828,17,1171,8,0
6794,1359,33,896,5,1175,8,0
6795,1620,22,883,18,1123,10,0
6796,1201,18,857,8,1138,8,0
6797,1447,26,863,7,1266,9,0
6798,1156,31,778,18,1289,7,0
6799,1361,20,788,19,1156,6,0
6800,1063,25,816,10,1156,10,0
6801,1016,20,796,17,1272,5,0
6802,1259,19,862,17,1103,3,0
6803,1541,18,880,12,1236,10,0
6804,1657,32,850,17,1131,10,0
6805,1119,31,893,5,1211,7,0
6806,1076,29,800,9,1123,9,0
6807,1012,31,835,15,1146,4,0
6808,1105,25,877,12,1125,3,0
6809,1542,30,784,13,1269,10,0
6810,1588,33,845,5,1230,9,0
6811,1354,32,791,19,1286,7,0
6812,1231,27,801,18,1254,3,0
6813,1737,28,783,10,1138,3,0
6814,1109,28,780,5,1284,7,0
6815,1267,30,886,6,1279,3,0
6816,1508,18,790,10,1273,10,0
6817,1196,23,901,10,1272,4,0
6818,1477,20,780,16,1137,9,0
6819,1617,18,881,6,1135,7,0
6820,1272,21,808,14,1125,4,0
6821,1202,28,845,17,1223,7,0
6822,1716,20,910,19,1259,10,0
6823,1704,26,794,19,1286,9,0
6824,1699,21,827,5,1170,6,0
6825,1661,33,783,18,1190,9,0
6826,1508,33,899,17,1211,4,0
6827,1444,20,833,13,1114,6,0
6828,1280,26,825,19,1123,9,0
6829,1231,25,838,18,1268,10,0
6830,1477,17,778,6,1259,10,0
6831,1320,32,784,8,1219,4,0
6832,1626,26,886,13,1254,4,0
6833,1527,25,896,15,1213,9,0
6834,1113,18,892,9,1189,3,0
6835,1079,17,848,6,1275,8,0
6836,1490,30,830,14,1223,7,0
6837,1616,24,814,6,1206,9,0
6838,1437,20,800,9,1179,10,0
6839,1264,31,896,5,1119,9,0
6840,1183,21,796,6,1219,8,0
6841,1509,18,803,8,1216,4,0
6842,1646,21,854,5,1154,10,0
6843,1532,31,872,7,1228,6,0
6844,1137,33,833,16,1202,4,0
6845,1030,19,879,18,1157,8,0
6846,1565,23,896,12,1125,4,0
6847,1596,32,870,15,1182,5,0
6848,1427,33,906,5,1149,7,0
6849,1478,29,860,14,1263,5,0
6850,1047,21,809,13,1250,8,0
6851,1409,22,804,19,1146,8,0
6852,1245,22,858,14,1252,9,0
6853,1698,33,899,6,1177,9,0
6854,1637,32,887,11,1163,3,0
6855,1066,24,815,5,1287,10,0
6856,1191,19,792,10,1240,7,0
6857,1618,19,838,12,1153,9,0
6858,1673,30,816,5,1206,8,0
6859,1189,19,807,9,1196,6,0
6860,1171,29,858,12,1228,10,0
6861,1449,23,832,6,1249,9,0
6862,1482,19,828,10,1155,7,0
6863,1642,29,899,18,1130,5,0
6864,1436,31,897,5,1112,8,0
6865,1300,28,872,11,1278,8,0
6866,1192,20,809,18,1288,10,0
6867,1721,18,871,9,1221,5,0
6868,1283,24,889,10,1114,6,0
6869,1728,28,887,8,1118,7,0
6870,1208,26,873,14,1200,10,0
6871,1019,26,842,13,1218,3,0
6872,1257,26,897,17,1226,8,0
6873,1141,27,821,13,1136,10,0
6874,1086,20,894,11,1100,3,0
6875,1359,31,805,6,1269,6,0
6876,1563,22,824,17,1277,9,0
6877,1374,18,791,10,1161,9,0
6878,1309,32,884,11,1260,10,0
6879,1721,27,885,10,1279,4,0
6880,1219,18,841,15,1269,3,0
6881,1752,24,896,16,1268,9,0
6882,1131,18,813,10,1284,4,0
6883,1446,24,786,19,1171,5,0
6884,1318,23,814,16,1263,5,0
6885,1384,19,902,6,1206,4,0
6886,1306,23,905,14,1174,3,0
6887,1359,22,796,8,1228,3,0
6888,1374,17,873,5,1210,7,0
6889,1598,26,886,17,1125,8,0
6890,1552,30,797,16,1220,9,0
6891,1136,33,778,12,1174,4,0
6892,1624,19,848,10,1171,3,0
6893,1708,20,895,8,1238,3,0
6894,1775,27,861,11,1227,3,0
6895,1190,27,825,14,1138,10,0
6896,1153,33,870,12,1282,5,0
6897,1653,28,878,12,1243,10,0
6898,1291,22,912,15,1208,9,0
6899,1512,19,909,8,1154,6,0
6900,1208,32,853,8,1262,4,0
6901,1263,25,820,16,1282,8,0
6902,1026,24,817,11,1190,6,0
6903,1283,32,819,18,1167,8,0
6904,1540,24,878,14,1185,6,0
6905,1244,23,785,12,1162,9,0
6906,1356,28,813,6,1162,8,0
6907,1649,23,789,9,1191,3,0
6908,1293,19,814,7,1107,5,0
6909,1162,29,838,18,1204,7,0
6910,1028,28,786,17,1116,3,0
6911,1563,30,794,6,1278,9,0
6912,1608,33,799,7,1279,7,0
6913,1586,32,861,8,1132,6,0
6914,1627,28,797,18,1182,5,0
6915,1568,30,809,12,1213,3,0
6916,1040,20,866,8,1209,8,0
6917,1456,27,836,15,1136,9,0
6918,1623,18,890,11,1276,9,0
6919,1546,31,779,16,1187,3,0
6920,1075,28,891,9,1194,7,0
6921,1201,26,832,9,1246,6,0
6922,1708,31,797,16,1175,5,0
6923,1468,25,785,11,1112,10,0
6924,1457,33,842,12,1288,9,0
6925,1003,31,850,5,1271,5,0
6926,1552,23,896,13,1205,9,0
6927,1477,26,841,17,1213,8,0
6928,1601,28,858,14,1230,8,0
6929,1489,20,875,17,1126,8,0
6930,1290,28,781,12,1251,4,0
6931,1687,31,841,15,1113,7,0
6932,1459,26,802,17,1279,6,0
6933,1305,27,853,17,1204,7,0
6934,1363,20,827,11,1178,7,0
6935,1054,25,807,14,1227,4,0
6936,1464,27,822,19,1145,9,0
6937,1539,21,786,15,1224,8,0
6938,1431,32,880,14,1120,6,0
6939,1136,18,785,18,1128,5,0
6940,1035,32,891,7,1239,7,0
6941,1603,21,906,14,1250,5,0
6942,1348,33,865,16,1275,8,0
6943,1207,32,806,11,1232,7,0
6944,1382,27,824,15,1114,9,0
6945,1396,32,852,6,1134,6,0
6946,1308,18,896,13,1243,8,0
6947,1338,20,801,7,1121,8,0
6948,1057,29,809,5,1172,4,0
6949,1578,33,820,17,1254,7,0
6950,1688,19,908,11,1109,6,0
6951,1534,20,795,6,1123,6,0
6952,1721,31,841,19,1272,5,0
6953,1509,29,882,18,1231,5,0
6954,1443,21,865,10,1279,7,0
6955,1445,33,881,15,1187,3,0
6956,1025,30,828,15,1172,3,0
6957,1623,30,829,19,1245,4,0
6958,1720,33,846,11,1269,3,0
6959,1405,24,787,15,1208,6,0
6960,1564,18,817,6,1147,6,0
6961,1012,33,830,14,1104,8,0
6962,1518,23,815,16,1202,4,0
6963,1731,32,783,5,1126,8,0
6964,1274,32,805,7,1266,8,0
6965,1079,32,854,9,1268,7,0
6966,1475,28,871,9,1260,3,0
6967,1201,29,831,8,1101,4,0
6968,1739,27,845,11,1276,6,0
6969,1710,18,839,19,1106,9,0
6970,1713,28,786,14,1256,8,0
6971,1323,17,815,8,1217,3,0
6972,1420,22,835,15,1175,7,0
6973,1088,19,862,10,1144,7,0
6974,1700,20,844,7,1191,7,0
6975,1242,23,785,9,1262,10,0
6976,1775,33,794,19,1287,5,0
6977,1638,28,801,7,1259,3,0
6978,1566,28,868,9,1100,5,0
6979,1417,25,816,11,1283,3,0
6980,1556,26,911,5,1114,10,0
6981,1015,23,857,13,1169,4,0
6982,1484,26,783,18,1183,10,0
6983,1673,18,908,19,1130,9,0
6984,1600,27,906,5,1213,10,0
6985,1262,25,792,17,1257,5,0
6986,1495,27,897,18,1265,6,0
6987,1698,22,861,7,1243,8,0
6988,1608,23,844,13,1262,8,0
6989,1378,26,889,15,1103,3,0
6990,1642,18,892,16,1114,3,0
6991,1584,31,883,10,1261,5,0
6992,1350,22,885,15,1236,5,0
6993,1630,27,885,19,1282,9,0
6994,1736,24,819,17,1198,10,0
6995,1009,32,836,5,1253,4,0
6996,1070,28,893,15,1235,3,0
6997,1098,33,812,17,1183,6,0
6998,1690,24,784,6,1242,8,0
6999,1035,28,870,16,1248,8,0
7000,1691,19,804,14,1204,3,0
7001,1608,23,884,11,1135,4,0
7002,1102,32,881,17,1144,9,0
7003,1697,18,894,8,1240,10,0
7004,1416,17,880,13,1220,3,0
7005,1478,33,888,17,1276,5,0
7006,1431,19,814,15,1217,7,0
7007,1074,28,881,19,1132,4,0
7008,1120,28,792,6,1263,8,0
7009,1286,28,796,6,1143,6,0
7010,1321,23,877,11,1172,9,0
7011,1611,29,882,6,1152,9,0
7012,1124,32,782,7,1157,5,0
7013,1242,27,907,15,1100,7,0
7014,1341,24,861,10,1166,9,0
7015,1345,33,811,7,1141,9,0
7016,1705,30,902,18,1141,8,0
7017,1024,19,785,10,1223,8,0
7018,1331,31,835,17,1100,8,0
7019,1245,27,785,8,1230,6,0
7020,1027,26,783,13,1154,10,0
7021,1632,23,850,14,1205,5,0
7022,1096,23,870,13,1192,3,0
7023,1183,33,869,9,1265,10,0
7024,1610,23,818,14,1221,6,0
7025,1227,23,898,7,1155,6,0
7026,1379,30,830,7,1258,7,0
7027,1376,18,853,18,1261,4,0
7028,1701,22,850,17,1205,6,0
7029,1567,27,905,11,1106,5,0
7030,1258,26,860,10,1144,7,0
7031,1134,18,877,6,1141,4,0
7032,1527,22,830,13,1186,4,0
7033,1291,19,865,5,1104,6,0
7034,1698,21,900,10,1165,4,0
7035,1744,26,858,11,1269,6,0
7036,1079,18,830,14,1242,4,0
7037,1486,30,874,12,1246,4,0
7038,1038,25,866,16,1255,6,0
7039,1305,28,873,19,1218,4,0
7040,1070,27,908,17,1136,3,0
7041,1016,22,845,10,1139,4,0
7042,1208,22,801,10,1141,3,0
7043,1008,21,785,15,1176,6,0
7044,1383,28,856,17,1194,4,0
7045,1522,28,860,18,1184,6,0
7046,1274,20,838,18,1169,3,0
7047,1158,29,832,5,1267,7,0
7048,1660,19,826,18,1212,4,0
7049,1400,31,799,15,1288,4,0
7050,1685,25,802,12,1279,4,0
7051,1701,19,786,8,1210,6,0
7052,1542,26,882,17,1194,4,0
7053,1557,20,858,8,1100,10,0
7054,1368,28,874,17,1284,3,0
7055,1032,28,880,8,1130,5,0
7056,1742,27,854,18,1147,10,0
7057,1010,32,793,11,1220,3,0
7058,1452,19,817,19,1256,8,0
7059,1292,21,905,13,1119,3,0
7060,1170,28,894,18,1157,3,0
7061,1655,18,861,17,1132,9,0
7062,1191,18,842,9,1108,9,0
7063,1512,33,881,13,1237,5,0
7064,1670,21,843,9,1192,7,0
7065,1316,31,781,16,1233,7,0
7066,1648,23,901,6,1268,6,0
7067,1015,21,789,13,1193,7,0
7068,1409,25,840,16,1169,4,0
7069,1116,18,834,14,1159,8,0
7070,1341,21,788,17,1266,4,0
7071,1016,30,870,18,1108,8,0
7072,1579,28,846,18,1211,7,0
7073,1384,19,813,19,1132,4,0
7074,1734,25,893,5,1112,6,0
7075,1104,30,889,18,1224,10,0
7076,1069,21,895,6,1235,5,0
7077,1653,25,853,18,1248,6,0
7078,1267,20,824,11,1158,9,0
7079,1619,24,795,8,1111,4,0
7080,1342,27,896,18,1228,6,0
7081,1556,32,907,11,1287,3,0
7082,1668,30,852,11,1263,8,0
7083,1247,24,808,8,1248,6,0
7084,1235,27,890,7,1252,9,0
7085,1294,30,832,12,1248,10,0
7086,1063,23,911,5,1127,3,0
7087,1489,29,898,9,1146,7,0
7088,1112,21,846,9,1233,6,0
7089,1538,33,811,14,1258,10,0
7090,1694,25,785,5,1171,10,0
7091,1271,32,879,19,1220,10,0
7092,1003,33,816,15,1244,5,0
7093,1561,31,828,10,1176,3,0
7094,1744,19,807,17,1177,10,0
7095,1200,18,824,19,1158,5,0
7096,1154,21,839,15,1217,6,0
7097,1704,21,869,7,1226,10,0
7098,1650,19,795,11,1157,6,0
7099,1538,24,825,19,1153,5,0
7100,1523,27,831,10,1225,5,0
7101,1272,21,813,8,1258,8,0
7102,1187,32,806,12,1184,6,0
7103,1200,32,865,13,1102,6,0
7104,1617,32,783,8,1212,10,0
7105,1351,25,870,17,1190,7,0
7106,1625,19,896,17,1251,4,0
7107,1378,24,837,12,1242,3,0
7108,1439,29,885,12,1196,6,0
7109,1076,31,827,11,1286,7,0
7110,1476,28,782,8,1135,6,0
7111,1743,17,810,15,1275,8,0
7112,1773,33,803,10,1237,7,0
7113,1611,33,852,7,1152,7,0
7114,1425,19,814,7,1112,10,0
7115,1459,17,874,19,1189,9,0
7116,1272,26,905,6,1123,3,0
7117,1288,29,866,10,1276,5,0
7118,1504,33,889,14,1132,6,0
7119,1339,17,820,12,1179,8,0
7120,1306,20,908,11,1156,9,0
7121,1459,27,797,17,1171,8,0
7122,1465,33,845,19,1172,7,0
7123,1637,17,815,5,1269,8,0
7124,1212,23,861,11,1225,6,0
7125,1301,27,845,14,1228,10,0
7126,1753,30,855,12,1162,9,0
7127,1367,18,912,13,1268,9,0
7128,1336,33,829,6,1172,5,0
7129,1307,20,889,5,1216,8,0
7130,1566,28,849,17,1274,6,0
7131,1677,28,898,7,1265,8,0
7132,1371,28,850,7,1124,9,0
7133,1637,20,803,12,1168,10,0
7134,1562,19,848,6,1238,3,0
7135,1456,29,801,9,1176,10,0
7136,1648,25,800,18,1200,7,0
7137,1241,28,783,10,1131,6,0
7138,1643,22,894,14,1278,5,0
7139,1147,25,893,16,1209,6,0
7140,1226,32,808,16,1265,4,0
7141,1764,18,814,13,1159,8,0
7142,1073,33,816,9,1263,5,0
7143,1188,18,908,11,1201,6,0
7144,1536,24,884,8,1206,9,0
7145,1158,31,804,14,1135,8,0
7146,1192,29,803,17,1159,7,0
7147,1734,18,794,19,1175,9,0
7148,1683,25,908,10,1153,6,0
7149,1299,18,879,5,1210,8,0
7150,1019,31,785,19,1229,5,0
7151,1327,19,905,7,1287,10,0
7152,1730,21,861,18,1195,3,0
7153,1705,22,878,8,1260,4,0
7154,1012,33,838,7,1133,9,0
7155,1774,31,886,18,1133,10,0
7156,1262,26,795,18,1213,3,0
7157,1732,29,884,15,1159,5,0
7158,1519,17,884,17,1117,5,0
7159,1546,27,848,15,1250,5,0
7160,1217,20,898,12,1226,10,0
7161,1353,29,854,14,1156,7,0
7162,1729,25,780,16,1118,7,0
7163,1723,28,783,17,1114,6,0
7164,1096,23,882,7,1140,3,0
7165,1605,33,825,16,1288,8,0
7166,1680,18,860,16,1199,7,0
7167,1153,26,785,15,1202,10,0
7168,1523,22,892,12,1151,4,0
7169,1689,23,885,10,1129,8,0
7170,1121,31,905,10,1180,6,0
7171,1277,33,907,18,1129,3,0
7172,1524,21,912,8,1109,5,0
7173,1262,19,815,6,1201,4,0
7174,1268,23,845,10,1244,7,0
7175,1160,23,897,11,1116,4,0
7176,1734,24,888,11,1283,10,0
7177,1453,33,882,8,1230,6,0
7178,1423,33,800,9,1167,4,0
7179,1674,28,803,17,1246,8,0
7180,1548,23,826,9,1227,6,0
7181,1715,22,839,15,1169,5,0
7182,1377,25,875,9,1257,4,0
7183,1742,21,911,10,1162,4,0
7184,1543,32,898,6,1261,7,0
7185,1083,21,843,6,1254,9,0
7186,1133,25,871,7,1127,3,0
7187,1581,31,843,12,1246,5,0
7188,1061,19,887,9,1122,8,0
7189,1639,31,812,19,1133,6,0
7190,1199,28,839,13,1136,3,0
7191,1234,30,844,8,1165,8,0
7192,1579,29,798,16,1183,5,0
7193,1316,20,905,8,1194,6,0
7194,1428,32,778,18,1251,9,0
7195,1128,30,810,14,1151,5,0
7196,1015,20,820,14,1218,3,0
7197,1564,24,861,15,1260,9,0
7198,1356,32,907,5,1160,3,0
7199,1090,29,810,17,1157,6,0
7200,1092,33,814,13,1102,8,0
7201,1563,31,822,12,1244,4,0
7202,1692,18,888,14,1194,8,0
7203,1250,21,814,16,1268,3,0
7204,1185,22,797,15,1137,8,0
7205,1612,23,846,9,1194,6,0
7206,1583,22,871,8,1191,8,0
7207,1177,21,780,10,1155,3,0
7208,1582,20,866,13,1151,10,0
7209,1079,28,789,5,1274,7,0
7210,1470,22,838,18,1209,8,0
7211,1463,30,862,6,1143,10,0
7212,1103,30,840,5,1236,6,0
7213,1010,25,863,6,1258,7,0
7214,1267,29,878,5,1133,9,0
7215,1225,22,908,6,1130,8,0
7216,1687,20,899,12,1286,4,0
7217,1014,26,844,5,1121,3,0
7218,1046,33,823,7,1172,5,0
7219,1695,27,858,9,1202,3,0
7220,1547,23,850,8,1107,9,0
7221,1446,29,879,10,1276,3,0
7222,1380,33,866,7,1181,3,0
7223,1116,21,805,12,1223,4,0
7224,1649,31,872,9,1140,5,0
7225,1308,23,877,10,1142,10,0
7226,1273,29,844,16,1215,5,0
7227,1509,19,911,12,1211,4,0
7228,1479,33,837,14,1190,7,0
7229,1573,18,883,13,1266,7,0
7230,1608,23,792,18,1114,5,0
7231,1346,29,904,14,1179,8,0
7232,1510,32,887,8,1128,3,0
7233,1174,17,783,12,1163,3,0
7234,1076,30,887,13,1261,5,0
7235,1716,21,804,15,1213,4,0
7236,1148,32,807,15,1179,9,0
7237,1341,24,814,6,1206,5,0
7238,1643,20,800,5,1135,7,0
7239,1215,19,811,19,1125,3,0
7240,1677,26,778,9,1167,8,0
7241,1397,19,793,13,1127,9,0
7242,1295,30,896,15,1115,9,0
7243,1178,18,794,12,1213,4,0
7244,1021,24,832,13,1173,10,0
7245,1724,33,781,5,1111,3,0
7246,1041,24,778,17,1139,5,0
7247,1584,23,891,11,1166,7,0
7248,1233,30,810,10,1236,8,0
7249,1075,17,839,14,1108,6,0
7250,1115,25,843,11,1195,10,0
7251,1279,17,900,5,1211,5,0
7252,1705,25,797,13,1217,6,0
